School Name,City,State,Country,Website,Program Name,Degree Level,Accreditation Dates,Accredited Campus Locations,Criteria,Date of Next Comprehensive Review,Accredited By,International Mutual Recognition Aggreement
Arizona State University,Tempe,Arizona,United States,www.asu.edu,Software Engineering,Bachelors,"Oct 1, 2014 – Present","Arizona State University Polytechnic Campus, ASU Online",Software Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Arizona State University,Tempe,Arizona,United States,www.asu.edu,Engineering Management,Bachelors,"Oct 1, 2014 – Present","Tempe Campus, ASU Online",Engineering Management,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Arizona State University,Tempe,Arizona,United States,www.asu.edu,Manufacturing Engineering,Bachelors,"May 1, 2016 – Present",Arizona State University Polytechnic Campus,Manufacturing Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Arizona State University,Tempe,Arizona,United States,www.asu.edu,Construction Engineering,Bachelors,"Oct 1, 2013 – Present",Tempe Campus,Construction Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Arizona State University,Tempe,Arizona,United States,www.asu.edu,Environmental Engineering,Bachelors,"Oct 1, 2019 – Present",Tempe Campus,Environmental Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Arizona State University,Tempe,Arizona,United States,www.asu.edu,Construction Management and Technology,Bachelors,"Oct 1, 2020 – Present",Tempe Campus,Construction Management,2027-2028,ANSAC,
Arizona State University,Tempe,Arizona,United States,www.asu.edu,Computer Science,Bachelors,"Oct 1, 1992 – Present",Tempe Campus,Computer Science,2027-2028,CAC,Seoul Accord
Arizona State University,Tempe,Arizona,United States,www.asu.edu,Information Technology,Bachelors,"Oct 1, 2016 – Present","Arizona State University Polytechnic Campus, ASU Online",Information Technology,2027-2028,CAC,Seoul Accord
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Aerospace Engineering,Bachelors,"Oct 1, 1960 – Present",Main Campus,Aerospace Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Biosystems Engineering,Bachelors,"Oct 1, 1969 – Present",Main Campus,Biological Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Chemical Engineering,Bachelors,"Oct 1, 1963 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present","Main Campus, University of Arizona MicroCampus at the American University of Phnom Penh",Civil Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Industrial Engineering,Bachelors,"Oct 1, 1981 – Present","Main Campus, University of Arizona Yuma, University of Arizona MicroCampus at Sampoerna University, University of Arizona MicroCampus at UPC (La Universidad Peruana de Ciencias Aplicadas)",Industrial Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Materials Science and Engineering,Bachelors,"Oct 1, 1950 – Present",Main Campus,Materials Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present","Main Campus, University of Arizona MicroCampus at Sampoerna University",Mechanical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Mining Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Mining Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Systems Engineering,Bachelors,"Oct 1, 1981 – Present","Main Campus, University of Arizona Yuma",Systems Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Optical Sciences and Engineering,Bachelors,"Oct 1, 2000 – Present",Main Campus,Optical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Engineering Management,Bachelors,"Oct 1, 2003 – Present","Main Campus, University of Arizona Yuma",Engineering Management,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Electrical and Computer Engineering,Bachelors,"Oct 1, 2017 – Present","Main Campus, University of Arizona Online, University of Arizona MicroCampus at Sampoerna University","Computer Engineering, Electrical and Electronics Engineering",2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Biomedical Engineering,Bachelors,"Oct 1, 2014 – Present",Main Campus,Bioengineering and Biomedical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Architectural Engineering,Bachelors,"Oct 1, 2019 – Present",Main Campus,Architectural Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
The University of Arizona,Tucson,Arizona,United States,www.arizona.edu,Environmental Engineering,Bachelors,"Oct 1, 2018 – Present",Main Campus,Environmental Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas at Little Rock,Little Rock,Arkansas,United States,ualr.edu,Electronics and Computer Engineering Technology,Bachelors,"Oct 1, 1985 – Present",Main Campus,"Computer Engineering Technology, Electrical and Electronics Engineering Technology",2025-2026,ETAC,Sydney Accord
University of Arkansas at Little Rock,Little Rock,Arkansas,United States,ualr.edu,Mechanical Engineering Technology,Associates,"Oct 1, 1987 – Present",Main Campus,Mechanical Engineering Technology,2025-2026,ETAC,Dublin Accord
University of Arkansas at Little Rock,Little Rock,Arkansas,United States,ualr.edu,Engineering Technology-Mechanical,Bachelors,"Oct 1, 1987 – Present",Main Campus,Mechanical Engineering Technology,2025-2026,ETAC,Sydney Accord
University of Arkansas at Little Rock,Little Rock,Arkansas,United States,ualr.edu,Geology,Bachelors,"Oct 1, 2015 – Present",Main Campus,Geology and Geological Science,2027-2028,ANSAC,
University of Arkansas at Little Rock,Little Rock,Arkansas,United States,ualr.edu,Computer Science,Bachelors,"Oct 1, 1990 – Present",Main Campus,Computer Science,2025-2026,CAC,Seoul Accord
University of Arkansas at Little Rock,Little Rock,Arkansas,United States,ualr.edu,Information Science,Bachelors,"Oct 1, 2006 – Present",Main Campus,General Criteria Only (CAC),2025-2026,CAC,Seoul Accord
University of Arkansas at Little Rock,Little Rock,Arkansas,United States,ualr.edu,Civil and Construction Engineering,Bachelors,"Oct 1, 2012 – Present",University of Arkansas at Little Rock,"Civil Engineering, Construction Engineering",2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas at Little Rock,Little Rock,Arkansas,United States,ualr.edu,Mechanical Engineering,Bachelors,"Oct 1, 2016 – Present",University of Arkansas at Little Rock,Mechanical Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas at Little Rock,Little Rock,Arkansas,United States,ualr.edu,Electrical and Computer Engineering,Bachelors,"Oct 1, 2017 – Present",Main Campus,Electrical and Electronics Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas at Little Rock,Little Rock,Arkansas,United States,ualr.edu,Electronics and Computer Engineering Technology,Associates,"Oct 1, 1985 – Present",Main Campus,"Computer Engineering Technology, Electrical and Electronics Engineering Technology",2025-2026,ETAC,Dublin Accord
University of Arkansas Grantham,Little Rock,Arkansas,United States,www.uagrantham.edu,Electronics Engineering Technology,Bachelors,"Oct 1, 2014 – Present",Main Campus,Electrical and Electronics Engineering Technology,2027-2028,ETAC,Sydney Accord
Arkansas State University,Jonesboro,Arkansas,United States,www.astate.edu,Civil Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Civil Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Arkansas State University,Jonesboro,Arkansas,United States,www.astate.edu,Electrical Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Electrical and Electronics Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Arkansas State University,Jonesboro,Arkansas,United States,www.astate.edu,Mechanical Engineering,Bachelors,"Oct 1, 2010 – Present",Main Campus,Mechanical Engineering,2024-2025,EAC,Washington Accord | Bilateral Engineers Canada
Arkansas Tech University,Russellville,Arkansas,United States,www.atu.edu,Computer Science,Bachelors,"Oct 1, 2006 – Present",Main Campus,Computer Science,2025-2026,CAC,Seoul Accord
Arkansas Tech University,Russellville,Arkansas,United States,www.atu.edu,Electrical Engineering,Bachelors,"Oct 1, 1999 – Present",Main Campus,Electrical and Electronics Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Arkansas Tech University,Russellville,Arkansas,United States,www.atu.edu,Mechanical Engineering,Bachelors,"Oct 1, 1999 – Present",Main Campus,Mechanical Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
Arkansas Tech University,Russellville,Arkansas,United States,www.atu.edu,Computer Engineering,Bachelors,"Oct 1, 2019 – Present",Main Campus,Computer Engineering,2027-2028,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas,United States,www.uark.edu,Electrical Engineering,Bachelors,"Oct 1, 1936 – Present","Main Campus, University of Arkansas Ft. Smith",Electrical and Electronics Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas,United States,www.uark.edu,Industrial Engineering,Bachelors,"Oct 1, 1955 – Present",Main Campus,Industrial Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas,United States,www.uark.edu,Mechanical Engineering,Bachelors,"Oct 1, 1936 – Present","Main Campus, University of Arkansas Ft. Smith",Mechanical Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas,United States,www.uark.edu,Biomedical Engineering,Bachelors,"Oct 1, 2012 – Present",Main Campus,Bioengineering and Biomedical Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas,United States,www.uark.edu,Computer Science,Bachelors,"Oct 1, 2005 – Present",Main Campus,Computer Science,2026-2027,CAC,Seoul Accord
University of Arkansas,Fayetteville,Arkansas,United States,www.uark.edu,Biological Engineering,Bachelors,"Oct 1, 1955 – Present",Main Campus,Biological Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas,United States,www.uark.edu,Chemical Engineering,Bachelors,"Oct 1, 1952 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas,United States,www.uark.edu,Civil Engineering,Bachelors,"Oct 1, 1936 – Present",Main Campus,Civil Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
University of Arkansas,Fayetteville,Arkansas,United States,www.uark.edu,Computer Engineering,Bachelors,"Oct 1, 1989 – Present",Main Campus,Computer Engineering,2026-2027,EAC,Washington Accord | Bilateral Engineers Canada
Athens State University,Athens,Alabama,United States,,Computer Science,Bachelors,"Oct 1, 2014 – Present",Athens State University,Computer Science,2027-2028,CAC,Seoul Accord
Athens State University,Athens,Alabama,United States,,Information Technology,Bachelors,"Oct 1, 2018 – Present",Athens State University,Information Technology,2027-2028,CAC,Seoul Accord
Auburn University,Auburn,Alabama,United States,www.auburn.edu,Computer Science,Bachelors,"Oct 1, 1987 – Present",Main Campus,Computer Science,2028-2029,CAC,Seoul Accord
Auburn University,Auburn,Alabama,United States,www.auburn.edu,Aerospace Engineering,Bachelors,"Oct 1, 1960 – Present",Main Campus,Aerospace Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama,United States,www.auburn.edu,Biosystems Engineering,Bachelors,"Oct 1, 1953 – Present",Main Campus,Biological Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama,United States,www.auburn.edu,Chemical Engineering,Bachelors,"Oct 1, 1950 – Present",Main Campus,"Chemical, Biochemical, Biomolecular Engineering",2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama,United States,www.auburn.edu,Civil Engineering,Bachelors,"Oct 1, 1941 – Present",Main Campus,Civil Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama,United States,www.auburn.edu,Electrical Engineering,Bachelors,"Oct 1, 1939 – Present",Main Campus,Electrical and Electronics Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama,United States,www.auburn.edu,Industrial and Systems Engineering,Bachelors,"Oct 1, 1967 – Present",Main Campus,"Industrial Engineering, Systems Engineering",2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama,United States,www.auburn.edu,Materials Engineering,Bachelors,"Oct 1, 1975 – Present",Main Campus,Materials Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama,United States,www.auburn.edu,Mechanical Engineering,Bachelors,"Oct 1, 1939 – Present",Main Campus,Mechanical Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama,United States,www.auburn.edu,Software Engineering,Bachelors,"Oct 1, 2002 – Present",Main Campus,Software Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama,United States,www.auburn.edu,Computer Engineering,Bachelors,"Oct 1, 2003 – Present",Main Campus,Computer Engineering,2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Auburn University,Auburn,Alabama,United States,www.auburn.edu,Wireless Engineering,Bachelors,"Oct 1, 2004 – Present",Main Campus,General Criteria Only (EAC),2028-2029,EAC,Washington Accord | Bilateral Engineers Canada
Augusta Technical College,Augusta,Georgia,United States,www.augustatech.edu,Mechanical Engineering Technology,Associates,"Oct 1, 1989 – Present",Main Campus,Mechanical Engineering Technology,2026-2027,ETAC,Dublin Accord
